stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,sumLrgEv,sumSmlEv,일자_tm,일자,발전기명(WTG),발전기(Serial),발전량(kWh),최저풍속(m-s),평균풍속(m-s),최대풍속(m-s),최소발전량(kW),평균발전량(kW),최대발전량(kW),이용률(백분율),가동율(백분율),발전용량(kW),위치
252.0,영광군,2020-05-05,14.6,9.1,346.0,20.4,1136.0,9.1,340.0,1203.0,5.0,340.0,1203.0,1.3,1154.0,20.0,12.6,74.0,1116.0,88.5,14.7,1007.2,1013.6,1223.0,1008.8,1902.0,1011.7,13.7,1.7,1000.0,1.62,10.5,7.8,1.4,18.5,10.3,17.1,17.3,18.2,18.0,1.7,2.5,2020-05-05,2020-05-05,WTG01,U113-001,5424.316,0.035,3.965,14.828,-31.588,225.326,2384.768,9.827,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-06,18.5,13.6,501.0,25.8,1312.0,7.8,20.0,1729.0,4.7,20.0,1100.0,1.8,1583.0,20.0,13.1,42.0,1302.0,73.9,15.1,1008.6,1015.3,2341.0,1010.6,1535.0,1012.9,13.8,11.7,1200.0,3.64,28.96,1.6,0.0,25.1,13.3,20.3,19.6,18.9,18.0,5.1,7.3,2020-05-06,2020-05-06,WTG01,U113-001,6347.656,0.045,4.324,13.218,-32.247,264.028,2361.514,11.499,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-07,18.3,11.8,454.0,26.3,1436.0,8.4,140.0,1237.0,4.6,160.0,1244.0,1.4,1183.0,180.0,7.6,18.0,1306.0,56.9,10.7,1012.2,1017.8,629.0,1015.2,1.0,1016.6,13.8,12.3,1200.0,3.65,27.88,4.0,0.0,24.3,11.6,20.5,20.0,19.6,18.7,5.9,8.4,2020-05-07,2020-05-07,WTG01,U113-001,2998.535,0.0,3.25,12.365,-32.027,124.361,1925.627,5.432,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-08,18.2,10.4,551.0,24.3,1241.0,10.1,180.0,1714.0,5.3,180.0,1616.0,2.6,2215.0,160.0,10.6,37.0,805.0,63.8,13.4,1009.4,1017.2,18.0,1010.2,2314.0,1013.8,13.8,7.6,1100.0,3.04,20.88,7.9,1.3,23.2,9.0,19.3,19.1,19.5,18.8,3.5,5.0,2020-05-08,2020-05-08,WTG01,U113-001,20833.496,0.607,7.431,16.499000000000002,-27.201,868.07,2411.531,37.742,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-09,15.9,12.6,2208.0,19.3,1018.0,10.6,160.0,803.0,5.7,160.0,750.0,3.4,2911.0,160.0,15.0,87.0,1950.0,94.6,17.2,1001.2,1011.0,14.0,1003.8,1057.0,1005.5,13.9,0.0,1500.0,0.8,4.42,9.0,5.1,17.2,13.8,18.0,18.3,19.1,18.7,0.8,1.1,2020-05-09,2020-05-09,WTG01,U113-001,36565.43,0.0,10.148,22.983,-3.29,1523.546,2459.134,66.242,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-10,13.6,11.1,2254.0,16.3,1456.0,6.0,270.0,521.0,3.5,250.0,142.0,1.4,1203.0,340.0,12.9,86.0,1717.0,95.9,14.9,1005.1,1012.9,2357.0,1006.6,425.0,1009.6,13.9,0.4,1400.0,0.96,6.17,7.0,4.4,15.9,11.8,16.4,16.6,17.7,17.6,1.2,1.7,2020-05-10,2020-05-10,WTG01,U113-001,8890.136999999999,0.034,4.327,11.640999999999998,-31.369,370.165,1993.412,16.105,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-11,16.8,11.8,1.0,23.2,1437.0,6.2,270.0,1327.0,3.9,250.0,1226.0,1.7,1501.0,250.0,13.1,39.0,1603.0,81.4,15.1,1005.6,1013.1,11.0,1007.1,1721.0,1010.0,13.9,11.2,1200.0,3.58,27.2,6.0,1.4,22.8,11.8,19.3,18.6,18.2,17.5,4.3,6.1,2020-05-11,2020-05-11,WTG01,U113-001,3533.203,0.034,3.353,11.448,-32.027,146.211,1878.682,6.401,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-12,15.2,10.8,2314.0,21.4,1128.0,14.2,270.0,1132.0,7.5,250.0,1138.0,2.4,2062.0,250.0,10.0,48.0,1133.0,73.0,12.4,1004.1,1013.5,2359.0,1006.2,1043.0,1008.5,14.0,12.7,1100.0,3.31,26.92,1.1,0.1,22.1,10.5,19.1,18.9,19.0,18.5,4.0,5.7,2020-05-12,2020-05-12,WTG01,U113-001,18363.281000000006,1.704,6.858,17.33,1.535,765.163,2424.693,33.267,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-13,14.9,8.0,526.0,21.1,1626.0,7.3,270.0,1417.0,4.1,270.0,1229.0,1.3,1158.0,270.0,6.9,28.0,1627.0,63.1,10.0,1013.0,1019.4,1150.0,1013.5,1.0,1017.4,14.0,12.5,1200.0,3.71,29.81,0.9,0.0,21.8,8.1,18.9,18.6,18.7,18.3,4.9,7.0,2020-05-13,2020-05-13,WTG01,U113-001,4456.055,0.036000000000000004,3.796,12.733,-30.492,185.254,2365.464,8.073,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-14,19.3,10.5,235.0,27.2,1345.0,7.6,200.0,1515.0,4.9,200.0,1506.0,1.7,1472.0,180.0,6.0,22.0,1516.0,46.8,9.4,1011.6,1019.0,824.0,1012.9,2314.0,1016.0,14.0,5.5,1300.0,2.99,20.2,8.1,1.6,24.0,10.3,19.5,19.1,19.0,18.6,4.6,6.5,2020-05-14,2020-05-14,WTG01,U113-001,11801.27,1.846,6.149,13.127,-12.942,491.679,2359.54,21.379,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-15,17.7,15.8,733.0,19.1,5.0,13.1,180.0,1020.0,7.1,160.0,1038.0,2.9,2468.0,160.0,16.6,58.0,1.0,94.1,18.9,1003.1,1013.7,1.0,1005.4,1255.0,1007.4,14.0,0.0,1000.0,0.36,1.91,9.3,4.0,17.6,16.1,18.3,18.3,18.9,18.6,0.6,0.8,2020-05-15,2020-05-15,WTG01,U113-001,31076.66,0.736,8.834,20.515,-30.711,1294.712,2445.753,56.298,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-16,16.0,13.8,2317.0,18.4,1444.0,4.7,50.0,1645.0,2.8,20.0,1633.0,1.1,993.0,250.0,14.8,79.0,1436.0,93.4,16.9,1002.9,1009.3,1011.0,1005.9,1615.0,1007.2,14.1,1.9,1400.0,2.0,10.76,9.1,4.3,19.4,15.6,19.0,18.6,18.7,18.3,1.5,2.2,2020-05-16,2020-05-16,WTG01,U113-001,1505.371,0.034,2.7110000000000003,7.504,-32.247,62.066,544.914,2.727,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-17,18.4,13.6,119.0,25.8,1626.0,6.2,230.0,1627.0,3.6,250.0,1731.0,1.3,1161.0,270.0,16.0,61.0,1255.0,87.8,18.3,1001.1,1008.3,621.0,1002.9,1628.0,1005.4,14.1,8.9,1200.0,3.5,25.28,5.9,1.1,23.7,15.1,21.1,20.4,19.7,18.9,4.1,5.8,2020-05-17,2020-05-17,WTG01,U113-001,424.316,0.032,1.98,8.476,-36.853,17.172,574.09,0.769,93.3,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-18,17.8,11.8,2257.0,25.5,1428.0,12.5,290.0,1740.0,6.0,160.0,1337.0,2.3,2018.0,160.0,15.4,66.0,1431.0,87.0,17.7,995.6,1003.5,1.0,995.0,1616.0,999.9,14.1,5.1,1200.0,2.96,17.84,7.6,2.4,22.9,13.1,20.7,20.4,20.5,19.8,2.9,4.1,2020-05-18,2020-05-18,WTG01,U113-001,23313.965,0.038,7.564,18.357,-31.808000000000003,971.166,2407.363,42.235,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-19,13.0,10.4,2400.0,15.8,934.0,11.5,270.0,1330.0,6.2,250.0,923.0,2.6,2248.0,320.0,10.5,76.0,1149.0,85.1,12.7,997.8,1008.2,2340.0,998.9,903.0,1002.2,14.1,1.0,1400.0,1.5,8.97,5.6,1.6,13.7,10.8,16.2,16.9,18.6,18.7,1.6,2.3,2020-05-19,2020-05-19,WTG01,U113-001,34615.234,0.0,9.487,20.219,61.203,1442.265,2419.648,62.709,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-20,14.3,8.8,451.0,20.7,1244.0,6.9,340.0,1614.0,3.9,250.0,1257.0,1.2,1063.0,340.0,10.0,50.0,1430.0,77.6,12.3,1007.1,1014.3,2152.0,1007.9,152.0,1011.6,14.2,11.4,1300.0,3.57,28.35,1.9,0.8,21.8,9.3,18.1,17.9,18.1,17.8,4.3,6.2,2020-05-20,2020-05-20,WTG01,U113-001,3970.215,0.08199999999999999,3.834,8.437000000000001,-607.654,164.946,884.279,7.192,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-21,16.4,9.1,432.0,23.1,1313.0,5.7,230.0,1427.0,3.0,250.0,1324.0,1.2,1025.0,160.0,12.5,55.0,1223.0,79.4,14.6,1010.2,1016.0,1024.0,1013.1,1609.0,1014.6,14.2,10.6,1200.0,3.58,26.96,3.5,1.3,24.3,9.8,19.8,19.3,19.2,18.6,4.1,5.9,2020-05-21,2020-05-21,WTG01,U113-001,2562.988,0.0,3.11,10.831,-132.06,105.837,1731.046,4.643,99.8,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-22,18.1,12.1,508.0,25.6,1550.0,9.0,140.0,1107.0,5.4,180.0,1310.0,2.1,1807.0,160.0,11.7,37.0,1434.0,69.8,13.8,1008.2,1015.1,3.0,1011.0,1644.0,1012.6,14.2,12.1,1300.0,3.48,27.84,3.5,0.1,24.3,12.1,20.7,20.3,20.1,19.4,5.0,7.2,2020-05-22,2020-05-22,WTG01,U113-001,11858.887,0.036000000000000004,5.421,13.101,-31.808000000000003,493.786,2374.896,21.483,99.9,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-23,19.7,13.1,507.0,25.5,1453.0,7.0,230.0,1643.0,4.2,230.0,1645.0,1.8,1523.0,180.0,14.0,55.0,1433.0,71.0,16.1,1007.0,1012.7,819.0,1009.8,1622.0,1011.3,14.2,8.6,1200.0,3.18,24.12,3.6,0.5,24.5,11.8,21.4,20.9,20.6,19.8,4.0,5.7,2020-05-23,2020-05-23,WTG01,U113-001,6643.066,0.0,4.791,12.168,-32.027,276.443,1847.092,12.035,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-24,16.9,13.8,2256.0,22.2,910.0,8.5,230.0,851.0,4.6,250.0,851.0,1.6,1412.0,270.0,15.5,71.0,827.0,92.4,17.7,1006.9,1013.4,2306.0,1009.7,627.0,1011.3,14.2,2.3,800.0,1.52,6.82,9.0,4.0,20.1,15.5,19.8,19.7,20.4,20.0,0.9,1.2,2020-05-24,2020-05-24,WTG01,U113-001,6477.5390000000025,0.0,4.509,11.081,-31.808000000000003,269.517,2050.887,11.735,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-25,16.3,13.5,58.0,20.7,1456.0,6.7,20.0,1506.0,4.5,20.0,1513.0,1.6,1421.0,360.0,13.7,65.0,1613.0,85.8,15.7,1008.3,1013.7,717.0,1011.1,1716.0,1012.7,14.3,4.3,1400.0,2.87,18.29,9.4,5.1,21.6,14.5,19.7,19.4,19.7,19.4,2.5,3.6,2020-05-25,2020-05-25,WTG01,U113-001,4155.273,0.042,4.129,10.022,-31.588,172.696,1406.16,7.528,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-26,17.4,13.6,38.0,23.5,1342.0,6.6,270.0,1551.0,3.7,270.0,1447.0,1.5,1339.0,270.0,14.2,48.0,1409.0,83.1,16.2,1005.7,1012.0,3.0,1008.4,1533.0,1010.0,14.3,6.7,1300.0,3.43,20.95,7.4,5.5,22.7,14.3,20.5,20.3,20.2,19.6,4.0,5.8,2020-05-26,2020-05-26,WTG01,U113-001,4054.688,0.062,3.709,9.639,-31.808000000000003,168.312,1249.09,7.345,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-27,17.1,12.7,2349.0,22.9,1344.0,7.8,340.0,1524.0,4.4,360.0,1551.0,1.9,1669.0,360.0,12.1,44.0,1346.0,75.0,14.2,1005.8,1011.3,834.0,1009.1,208.0,1010.2,14.3,12.6,1300.0,3.65,28.89,4.8,0.6,24.7,13.6,21.9,21.6,21.3,20.4,4.5,6.5,2020-05-27,2020-05-27,WTG01,U113-001,7623.535,0.0,4.638,11.632,-31.369,317.422,2088.838,13.811,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-28,16.8,10.3,511.0,23.3,1159.0,7.1,250.0,1446.0,3.9,270.0,1348.0,1.5,1299.0,340.0,12.3,48.0,955.0,76.6,14.4,1006.3,1013.5,2302.0,1009.3,439.0,1010.7,14.3,9.1,1200.0,3.7,26.65,5.5,1.5,25.7,11.3,21.6,21.3,21.3,20.6,4.3,6.1,2020-05-28,2020-05-28,WTG01,U113-001,3813.477,0.034,3.605,8.517000000000001,-38.17,158.525,873.7489999999997,6.908,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-29,19.1,13.3,603.0,26.0,1333.0,6.3,250.0,1407.0,4.1,250.0,1415.0,1.3,1124.0,20.0,13.7,35.0,1153.0,73.5,15.8,1010.8,1017.3,2248.0,1013.4,115.0,1015.1,14.3,11.6,1100.0,3.33,26.06,6.8,1.3,26.5,13.8,23.0,22.5,22.2,21.3,3.9,5.6,2020-05-29,2020-05-29,WTG01,U113-001,1289.063,0.0,2.774,6.367000000000001,-40.363,52.905,343.093,2.335,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-30,21.2,15.8,428.0,27.0,1551.0,6.7,160.0,1436.0,3.7,180.0,1444.0,1.3,1089.0,160.0,12.5,31.0,1552.0,62.0,14.7,1012.0,1018.1,706.0,1014.4,1945.0,1016.3,14.4,5.8,1100.0,2.75,19.06,8.9,1.0,25.7,16.3,22.8,22.5,22.5,21.7,3.8,5.5,2020-05-30,2020-05-30,WTG01,U113-001,2526.367,0.0,2.632,9.28,-30.711,104.976,986.505,4.577,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-05-31,19.9,16.1,431.0,23.7,1143.0,8.2,140.0,1011.0,4.0,180.0,918.0,1.5,1288.0,160.0,15.9,55.0,2.0,78.8,18.1,1007.8,1015.3,51.0,1009.6,1757.0,1012.1,14.4,2.4,1000.0,2.23,14.72,8.8,2.8,24.3,17.2,22.3,22.1,22.3,21.7,2.3,3.3,2020-05-31,2020-05-31,WTG01,U113-001,3762.695,0.0,3.608,11.062,-32.027,156.23,1619.167,6.816,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-01,18.9,14.0,2357.0,24.6,1424.0,6.9,340.0,1454.0,4.1,20.0,1412.0,1.4,1230.0,360.0,14.1,36.0,1440.0,77.0,16.3,1007.2,1012.7,1204.0,1009.9,1721.0,1011.6,14.4,9.4,1200.0,3.75,26.42,3.5,3.3,24.0,14.6,23.3,23.2,22.8,21.9,5.0,7.1,2020-06-01,2020-06-01,WTG01,U113-001,1799.316,0.035,3.008,7.515,-32.027,74.365,548.862,3.26,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-02,20.0,11.8,431.0,26.0,1211.0,7.3,360.0,1400.0,4.5,360.0,1407.0,1.5,1294.0,200.0,12.6,24.0,1201.0,67.8,15.0,1003.8,1011.8,13.0,1005.1,1748.0,1008.1,14.4,6.4,1100.0,2.63,20.31,6.6,2.3,28.0,12.8,22.5,22.2,22.6,22.1,3.9,5.5,2020-06-02,2020-06-02,WTG01,U113-001,6968.262,0.0,4.362,14.763,-34.879,289.627,2329.486,12.624,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-03,22.0,18.3,340.0,26.2,1510.0,7.4,200.0,1528.0,4.1,230.0,1535.0,1.9,1672.0,180.0,18.6,65.0,1514.0,82.1,21.5,1000.4,1006.9,1.0,1002.6,1804.0,1004.6,14.4,2.5,1400.0,2.18,13.36,8.1,4.4,26.0,19.0,23.5,23.0,22.9,22.3,2.8,4.0,2020-06-03,2020-06-03,WTG01,U113-001,7390.625,0.256,4.8180000000000005,11.140999999999998,-32.247,307.466,1834.15,13.389,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-04,23.7,20.0,2345.0,30.2,1604.0,5.9,250.0,1603.0,3.7,250.0,1503.0,1.9,1660.0,270.0,19.0,52.0,1606.0,76.8,22.0,1000.8,1007.3,2320.0,1003.6,1549.0,1005.0,14.4,11.7,1200.0,3.48,28.29,3.4,1.9,31.0,19.6,26.1,25.3,24.3,23.1,4.8,6.8,2020-06-04,2020-06-04,WTG01,U113-001,6452.148,0.114,4.461,11.361,-32.685,267.851,2006.574,11.689,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-05,21.8,19.5,200.0,28.1,1345.0,6.5,250.0,1520.0,3.8,270.0,1513.0,1.1,927.0,270.0,19.2,66.0,1239.0,85.8,22.2,1003.1,1008.9,2241.0,1006.0,1639.0,1007.4,14.4,4.8,1300.0,3.22,19.78,7.4,3.3,28.7,20.7,26.0,25.4,24.9,24.0,3.4,4.8,2020-06-05,2020-06-05,WTG01,U113-001,173.828,0.038,1.56,6.263,-32.247,6.445,207.304,0.315,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-06,21.3,18.8,504.0,27.1,1036.0,7.4,270.0,1350.0,4.0,270.0,1529.0,1.3,1129.0,270.0,18.4,67.0,1037.0,84.4,21.2,1004.4,1010.9,2302.0,1007.3,1338.0,1008.7,14.5,8.7,1200.0,3.2,23.7,6.8,1.4,29.6,20.5,26.0,25.5,25.1,24.2,3.9,5.6,2020-06-06,2020-06-06,WTG01,U113-001,958.008,0.0,2.085,9.326,-31.588,39.64,1001.422,1.736,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-07,21.5,17.9,515.0,28.2,1314.0,6.3,250.0,1448.0,4.1,250.0,1349.0,1.2,1019.0,270.0,17.6,59.0,1101.0,79.5,20.1,1007.7,1013.5,2319.0,1010.8,1.0,1012.0,14.5,10.0,1200.0,3.33,26.3,3.0,0.5,30.2,19.5,26.2,25.8,25.5,24.6,4.5,6.5,2020-06-07,2020-06-07,WTG01,U113-001,161.13299999999995,0.038,1.67,5.9529999999999985,-32.905,6.274,218.272,0.292,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-08,23.8,16.6,500.0,31.8,1300.0,6.0,270.0,1616.0,3.6,250.0,1346.0,1.0,898.0,20.0,16.5,36.0,1301.0,67.3,18.7,1010.2,1016.5,2317.0,1013.3,1436.0,1014.5,14.5,12.3,1200.0,3.52,29.19,0.4,0.0,31.5,18.4,27.1,26.5,25.9,25.0,5.6,8.0,2020-06-08,2020-06-08,WTG01,U113-001,372.559,0.0,1.89,8.307,-31.15,15.098,633.9780000000002,0.675,91.3,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-09,25.2,17.3,505.0,33.3,1350.0,7.8,160.0,1317.0,4.6,140.0,1338.0,1.3,1156.0,50.0,16.5,35.0,1438.0,62.1,18.8,1010.0,1016.4,1.0,1012.6,1504.0,1014.3,14.5,10.1,1200.0,3.62,27.68,2.5,1.1,33.0,18.7,27.9,27.2,26.5,25.6,5.8,8.2,2020-06-09,2020-06-09,WTG01,U113-001,1838.379,0.0,3.079,9.485,-31.588,76.233,1146.206,3.33,97.8,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-10,24.0,21.0,512.0,32.7,1208.0,8.6,180.0,1358.0,4.9,180.0,1253.0,1.9,1617.0,160.0,19.6,42.0,1301.0,78.9,22.9,1004.4,1014.1,1.0,1005.0,2356.0,1008.7,14.5,7.0,1100.0,3.43,19.59,7.5,1.1,27.9,21.7,26.9,26.9,26.9,26.1,3.6,5.1,2020-06-10,2020-06-10,WTG01,U113-001,16540.527,0.0,6.7570000000000014,15.259,-31.588,688.9839999999997,2402.756,29.965,99.1,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-11,23.6,21.3,1.0,27.9,1415.0,4.6,270.0,1607.0,2.9,250.0,1609.0,0.8,718.0,340.0,21.6,72.0,1417.0,89.0,25.8,999.3,1005.5,2223.0,1002.0,1639.0,1003.6,14.5,2.3,1600.0,2.08,13.03,8.1,3.5,26.0,22.7,25.9,25.7,25.8,25.4,2.4,3.4,2020-06-11,2020-06-11,WTG01,U113-001,2125.0,0.0,3.084,9.501,-32.466,87.52600000000002,1227.373,3.85,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-12,22.5,20.6,229.0,27.5,1517.0,6.1,20.0,1552.0,4.2,20.0,1611.0,1.3,1108.0,20.0,20.4,71.0,1518.0,88.3,23.9,1000.8,1007.3,1110.0,1003.9,2334.0,1005.1,14.5,2.3,1300.0,2.77,12.61,8.9,4.0,27.8,21.8,25.9,25.4,25.4,25.0,2.1,3.0,2020-06-12,2020-06-12,WTG01,U113-001,1326.172,0.03,2.585,9.539,-31.369,54.395,1275.415,2.402,99.8,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-13,23.8,21.6,32.0,27.4,1341.0,6.7,200.0,1632.0,3.5,230.0,2237.0,1.3,1155.0,230.0,22.1,74.0,1342.0,90.8,26.5,1000.5,1005.8,1144.0,1002.6,214.0,1004.7,14.5,0.3,1300.0,1.32,7.46,9.6,5.4,27.1,22.2,24.8,24.5,25.0,24.5,1.4,2.0,2020-06-13,2020-06-13,WTG01,U113-001,4607.422000000001,0.0,3.582,12.035,-35.976,191.689,2356.689,8.347000000000001,99.8,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-14,22.7,20.5,2302.0,25.9,1552.0,8.6,230.0,721.0,4.5,250.0,332.0,1.9,1632.0,320.0,20.4,51.0,1554.0,87.5,24.1,1001.8,1009.2,2239.0,1002.8,704.0,1006.0,14.5,3.5,1500.0,2.31,11.4,8.1,5.0,26.4,21.7,24.7,24.4,24.7,24.4,2.4,3.4,2020-06-14,2020-06-14,WTG01,U113-001,8769.043,0.0,4.8610000000000015,14.253,-583.303,364.861,2391.349,15.886,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-15,21.6,16.7,506.0,27.1,1449.0,6.2,270.0,1425.0,4.1,250.0,1433.0,1.2,1027.0,250.0,17.3,41.0,1544.0,78.6,19.8,1003.8,1009.6,801.0,1006.6,1711.0,1008.0,14.5,11.1,1300.0,3.68,29.68,4.4,0.1,29.6,17.7,25.5,25.1,24.9,24.3,5.0,7.1,2020-06-15,2020-06-15,WTG01,U113-001,1227.539,0.0,2.605,7.37,-31.808000000000003,50.591,410.001,2.224,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-16,22.4,18.3,255.0,27.7,1443.0,5.7,250.0,1233.0,3.5,250.0,1246.0,1.1,969.0,250.0,16.9,37.0,1453.0,74.4,19.5,1002.3,1008.2,12.0,1005.0,1644.0,1006.6,14.5,11.1,1200.0,3.62,28.43,7.0,0.5,29.2,19.6,26.2,25.8,25.6,24.8,4.9,7.1,2020-06-16,2020-06-16,WTG01,U113-001,437.012,0.0,2.391,5.516,-31.588,17.381,236.699,0.792,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-17,20.9,17.2,446.0,26.8,1315.0,6.3,250.0,1401.0,3.9,250.0,1412.0,1.2,1002.0,250.0,16.9,50.0,1318.0,79.0,19.2,1001.7,1007.1,2045.0,1005.0,1510.0,1006.0,14.5,2.0,1100.0,2.48,14.56,9.4,0.1,24.5,18.6,24.2,24.4,25.0,24.6,2.4,3.5,2020-06-17,2020-06-17,WTG01,U113-001,2097.168,0.0,3.132,8.342,-32.027,86.976,896.3439999999997,3.799,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-18,18.6,17.0,153.0,20.2,1708.0,5.6,360.0,1112.0,3.1,20.0,1120.0,0.6,517.0,70.0,17.7,89.0,1636.0,94.5,20.2,998.0,1005.7,1.0,999.7,1556.0,1002.3,14.5,0.0,1300.0,0.76,4.78,7.6,2.6,20.0,19.2,21.4,21.9,23.3,23.6,1.0,1.5,2020-06-18,2020-06-18,WTG01,U113-001,1655.273,0.03,2.802,8.281,-361.74,68.19800000000001,850.4960000000003,2.999,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-19,21.6,18.0,415.0,26.7,1323.0,6.5,250.0,1509.0,4.1,250.0,1417.0,0.9,798.0,320.0,17.9,53.0,1227.0,81.0,20.5,1002.4,1010.4,2319.0,1001.9,1.0,1006.7,14.6,8.6,1300.0,3.52,25.86,4.3,0.0,27.5,19.5,24.7,24.1,23.7,23.3,4.4,6.3,2020-06-19,2020-06-19,WTG01,U113-001,876.953,0.032,2.526,8.415,-32.027,35.953,572.335,1.589,100.0,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
252.0,영광군,2020-06-20,21.8,17.6,449.0,26.7,1440.0,6.0,180.0,1010.0,3.0,20.0,1714.0,0.9,794.0,200.0,18.2,63.0,1032.0,81.3,20.9,1006.3,1012.4,811.0,1009.2,1749.0,1010.6,14.5,7.3,1000.0,2.83,20.56,6.1,1.0,27.9,18.7,24.6,24.3,24.4,24.0,3.5,5.0,2020-06-20,2020-06-20,WTG01,U113-001,1236.816,0.0,2.83,6.723,-32.905,50.885,388.722,2.241,99.8,2300.0,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
